1	5.808641975	6.179012346
2	17.69902913	4.466019417
3	15.11538462	15.24038462
4	9.625766871	26.60122699
5	4.883561644	37.47945205
6	16.5875	36.2875
7	13.81343284	47.06716418
8	20.84210526	51.84210526
9	23.84210526	48.15789474
10	27	52
11	29.84210526	55.84210526
12	32	52.71428571
13	31.66666667	49.75
14	28	48.28571429
15	26.5	45.28571429
16	26.8	42
17	22.22222222	40.5
18	21.68	43.96
19	26.4	38.4
20	26.21052632	34.36842105
21	23	30.17391304
22	19.02857143	27.85714286
23	23	23
24	25.5483871	18.41935484
25	23.43137255	15.41176471
26	32.97916667	6.041666667
27	45.53703704	5.709876543
28	43	16
29	46.36363636	20.45454545
30	50.52542373	16.06779661
31	49.18181818	22.18181818
32	53.27777778	22.05555556
33	50.05	26.1
34	45.75	24.33333333
35	42.38461538	25.38461538
36	38.61538462	22.61538462
37	34.14285714	20.19047619
38	29.95652174	21.34782609
39	26.6875	25.1875
40	27.63157895	29.78947368
41	31.6	26.96
42	34	30.28571429
43	34	32.5
44	30.71428571	33
45	30.63157895	37.78947368
46	33.4	36.2
47	34.5	34.5
48	35	36.5
49	34.33333333	38.33333333
50	32.6	40.2
51	30.375	42.75
52	30.86666667	46.4
53	34	48
54	34.75	46
55	33.4	44.2
56	34	42
57	34.66666667	40.33333333
58	36	39
59	36.75	37
60	36.33333333	35.33333333
61	36.4	33.2
62	37	29.8
63	36.26086957	25.47826087
64	39.8	28
65	40	30.5
66	38.5	32.5
67	38.4	34.8
68	38.33333333	37.33333333
69	39.75	36
70	39.5	38
71	38.5	39
72	37.33333333	40.33333333
73	36.4	42.2
74	36.2	44.4
75	37.25	43
76	37.75	46
77	36.25	47
78	35.2	49.6
79	34.33333333	51.33333333
80	34.75	53
81	33.5	54.5
82	33.6	57.6
83	36	55
84	36.6	52.8
85	37	50.75
86	37.75	49
87	38.33333333	47.66666667
88	39.5	45.5
89	40.5	47.5
90	40.5	49.5
91	40.5	51.5
92	40.5	53.5
93	39.875	55.875
94	37.55555556	58.27777778
95	41.84210526	59.84210526
96	44.36363636	56.45454545
97	45.75	54
98	44	52.5
99	42.25	51.75
100	42.5	49
101	42.33333333	46.66666667
102	41.4	44.8
103	41.33333333	42.66666667
104	39.5	41.5
105	40.2	39.6
106	41.5	37.5
107	42.4	39.8
108	42.25	41.5
109	43.4	43.8
110	44.16666667	45.83333333
111	45.4	43.2
112	44.25	41
113	43.83333333	37.83333333
114	44.6	35.8
115	42.5	34.5
116	42.5	32.5
117	43.38461538	29.61538462
118	46.61111111	28.55555556
119	44.83333333	32.16666667
120	46	34
121	47.33333333	32.33333333
122	48.75	31
123	48.33333333	33.33333333
124	47.5	35.5
125	47.2	37.4
126	46	38.2
127	46.5	40.5
128	46.66666667	42.33333333
129	46.83333333	45.16666667
130	48.4	43.2
131	48.5	40
132	49	37.5
133	49.5	35.5
134	50.5	37.5
135	50.5	40
136	50.2	42.4
137	49.75	45
138	48.5	46.5
139	48.33333333	48.33333333
140	46.5	48.5
141	46	47
142	44.5	48.5
143	44.8	50.4
144	46.5	51.5
145	47.5	54
146	47.58823529	57.88235294
147	45.58333333	62.08333333
148	50.90909091	61.09090909
149	48.75	65.625
150	53.17647059	64.82352941
151	51.36521739	72.73043478
152	57.45833333	66.54166667
153	60.9	63.05
154	59.8	58.08
155	54.81818182	56.81818182
156	53	54.28571429
157	51.33333333	52.66666667
158	49.5	51.5
159	49.33333333	49.66666667
160	50.4	48.2
161	51.4	46.2
162	51.75	44
163	53.5	44.5
164	53.5	46.5
165	53.5	48.5
166	53.5	50
167	51.6	50.2
168	53.5	48
169	55.5	46.5
170	55.83333333	49.16666667
171	57.71428571	47
172	59.58823529	44.11764706
173	57	41.5
174	54.5	41.5
175	54.5	39.5
176	54.33333333	37.66666667
177	52.5	36.5
178	52.5	34.5
179	52.5	32.5
180	52.5	31
181	50.5	30
182	53.625	28.75
183	54.5	33
184	54.33333333	35.33333333
185	55.5	36.5
186	56.5	38.5
187	59	39.3125
188	57.4	36.2
189	56.4	33.8
190	56.33333333	31.66666667
191	56.2	29.8
192	57.61538462	25.84615385
193	57.18181818	20.40909091
194	59.64102564	13.1025641
195	61.32704403	4.088050314
196	75.85185185	5.348148148
197	72.37362637	16.43956044
198	66.56603774	16.39622642
199	62.66666667	23.95238095
200	66.78571429	29.5
201	61.25	29.75
202	60.21052632	34.36842105
203	59.1	31.4
204	65	35.5
205	64.61538462	40.38461538
206	62.94736842	43.26315789
207	61.52941176	48.35294118
208	58.25	50.66666667
209	55.5	51.5
210	53.2	51.6
211	49.33333333	53.33333333
212	50.16666667	54.83333333
213	53.43478261	58.82608696
214	58.33333333	61.11111111
215	64.27272727	55.95454545
216	64.75	51.625
217	68.28571429	49.5
218	65.5	47.1875
219	68.6	44.4
220	73.05	47.225
221	72.06818182	40.09090909
222	67.625	39.5
223	69.38461538	33.61538462
224	74.71428571	27.46218487
225	82.25862069	38.34482759
226	86.77777778	24.77777778
227	91.55384615	12.08461538
228	88.07894737	3.675438596
229	92.90340909	16.42613636
230	74.63235294	22.98529412
231	62.07692308	38.61538462
232	55.5	43.5
233	53	42.5
234	52.5	40.5
235	52.5	38.5
236	51	35
237	50	33.5
238	50.72727273	25.63636364
239	42.25	21.66666667
240	36.78333333	16.18333333
241	32.85294118	21.02941176
242	40.6	33.2
243	41.75	35.75
244	41.75	39.5
245	39.25	45
246	38.66666667	51.83333333
247	39.25	54.25
248	42.42857143	55.42857143
249	37.4	62.4
250	33.22222222	62.5
251	28.61538462	61.61538462
252	24.63333333	58.36666667
253	16.25773196	58.26804124
254	5.13986014	56.64335664
255	10.96598639	69.2585034
256	4.091743119	77.73394495
257	5.819875776	90.2173913
258	18.97802198	84.81868132
259	28.91463415	74.5
260	29.25	65.58333333
261	23.35294118	64.47058824
262	20.04878049	67.80487805
263	20.52136752	79.2991453
264	36.08510638	89.91489362
265	48.07909605	93.19774011
266	62.13917526	92.51030928
267	76.20481928	93.04819277
268	74.19745223	79.31210191
269	66.71153846	70.71153846
270	66	64.17391304
271	61.25	74.74107143
272	50.02777778	81.95555556
273	40.38372093	71.11627907
274	36.07142857	66.21428571
275	37.69565217	65.52173913
276	39.88888889	75.55555556
277	26.47482014	94.29496403
278	11.56321839	96.50574713
279	75.77472527	82.0989011
